2021-08-20/11:15:21		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:30		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:31		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:32		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:33		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:34		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:35		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:36		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:37		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:38		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:39		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:40		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:41		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:42		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:42		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:42		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:43		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:43		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:43		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:43		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:44		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:29		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:29		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:29		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:30		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:30		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:31		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:31		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:31		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:31		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:32		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:32		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:32		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:33		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:33		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:33		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:34		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:34		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:34		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:34		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:35		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:35		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:35		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:36		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:36		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:36		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:37		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:37		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:37		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:38		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:38		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:38		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:39		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:39		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:39		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:40		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:40		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:40		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:41		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:41		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:41		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:42		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:42		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:42		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:42		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:43		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:44		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:45		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:46		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:47		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:48		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:49		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:50		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:51		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:52		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:53		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:44		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:44		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:45		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:45		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:46		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:46		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:46		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:46		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:47		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:47		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:47		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:48		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:48		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:48		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:49		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:49		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:49		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:50		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:50		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:50		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:51		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:51		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:51		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:52		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:52		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:52		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:53		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:53		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:53		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:54		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:54		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:54		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:54		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:55		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:55		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:55		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:56		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:56		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:56		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:57		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:57		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:57		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:58		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:58		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:58		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:58		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:59		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:01:59		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:00		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:01		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:02		 hypothyroid_0211198_0102062112004.csv: File loaded successfully!!
2021-08-20/22:02:02		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:03		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:04		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:05		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:06		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:07		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:08		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:09		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:10		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:11		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:12		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:12		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:12		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:13		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:13		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:13		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:13		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:02:14		 hypothyroid_0211198_0102062112006.csv: File loaded successfully!!
2021-08-20/22:01:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:01:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:04		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:04		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:04		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:05		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:05		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:05		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:06		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:06		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:06		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:07		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:07		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:07		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:07		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:08		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:08		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:08		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:09		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:09		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:09		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:10		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:10		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:10		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:11		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:11		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:11		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:12		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:12		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:12		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:12		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:13		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:13		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:13		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:14		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:14		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:14		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:15		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:15		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:15		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:16		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:16		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:16		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:16		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:17		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:17		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:18		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:18		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:18		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:19		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:19		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:19		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:20		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:20		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:20		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:21		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:21		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:21		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:22		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:22		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:22		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:23		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:23		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:23		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:23		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:24		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:24		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:24		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:25		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:25		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:25		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:26		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:26		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2021-08-20/22:02:27		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
